Season,Commentor,Time posted,yt-simple-endpoint href 2,Comment,style-scope 2,clean_text_sentiment,words,meaningful_words,sentiment_score
1,@PearlpeglerOd,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwJHWiOwatDCjAWG-t4AaABAg,To be fair. These man are probably the soul supporters of the family the way it sounds. Also they are probably making more money of a few years to put into the business than selling a house. I think it's smart not to give everything up for a product. That product isn't going to make them multi millionaires so it's smart,,To be fair. These man are probably the soul supporters of the family the way it sounds. Also they are probably making more money of a few years to put into the business than selling a house. I think it's smart not to give everything up for a product. That product isn't going to make them multi millionaires so it's smart,"['to', 'be', 'fair', 'these', 'man', 'are', 'probably', 'the', 'soul', 'supporters', 'of', 'the', 'family', 'the', 'way', 'it', 'sounds', 'also', 'they', 'are', 'probably', 'making', 'more', 'money', 'of', 'a', 'few', 'years', 'to', 'put', 'into', 'the', 'business', 'than', 'selling', 'a', 'house', 'i', 'think', 'it', 's', 'smart', 'not', 'to', 'give', 'everything', 'up', 'for', 'a', 'product', 'that', 'product', 'isn', 't', 'going', 'to', 'make', 'them', 'multi', 'millionaires', 'so', 'it', 's', 'smart']","['fair', 'man', 'probably', 'soul', 'supporters', 'family', 'sounds', 'probably', 'making', 'money', 'years', 'put', 'business', 'selling', 'house', 'think', 'smart', 'give', 'everything', 'product', 'product', 'isn', 'going', 'make', 'multi', 'millionaires', 'smart']",0.8714
1,@karmabrothercat,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzTDL1TXw6ruvgtZKl4AaABAg,What’s there to think about lol. You have no money for production and you won’t get it from someone else lol.,,What’s there to think about lol. You have no money for production and you won’t get it from someone else lol.,"['what', 's', 'there', 'to', 'think', 'about', 'lol', 'you', 'have', 'no', 'money', 'for', 'production', 'and', 'you', 'won', 't', 'get', 'it', 'from', 'someone', 'else', 'lol']","['think', 'lol', 'money', 'production', 'won', 'someone', 'else', 'lol']",0.5267
1,@marcobaltazar3991,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzaES5WC8NGFVtxL714AaABAg,She laughed cuz she knew she was robbing them.,,She laughed cuz she knew she was robbing them.,"['she', 'laughed', 'cuz', 'she', 'knew', 'she', 'was', 'robbing', 'them']","['laughed', 'cuz', 'knew', 'robbing']",0.4588
1,@subhajit4u33,2 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwY5qt6ThU2s376qTl4AaABAg&pp=0gcJCSIANpG00pGi,I will buy this is it available in India,,I will buy this is it available in India,"['i', 'will', 'buy', 'this', 'is', 'it', 'available', 'in', 'india']","['buy', 'available', 'india']",0.0
1,@tryingmybest206,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxPICbkt9LmPE8eAPB4AaABAg,The investor on the left is a goddamn millionaire but can't afford multifocal glasses?,,The investor on the left is a goddamn millionaire but can't afford multifocal glasses?,"['the', 'investor', 'on', 'the', 'left', 'is', 'a', 'goddamn', 'millionaire', 'but', 'can', 't', 'afford', 'multifocal', 'glasses']","['investor', 'left', 'goddamn', 'millionaire', 'afford', 'multifocal', 'glasses']",-0.2617
1,@davidanthony7495,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwOtVsAvrjDmrMD0Ut4AaABAg,"It was $89.95

But now 
That bucket load of cash
is possible at $109.95... 

I hate cricket....",,"It was $89.95

But now 
That bucket load of cash
is possible at $109.95... 

I hate cricket....","['it', 'was', '89', '95', 'but', 'now', 'that', 'bucket', 'load', 'of', 'cash', 'is', 'possible', 'at', '109', '95', 'i', 'hate', 'cricket']","['89', '95', 'bucket', 'load', 'cash', 'possible', '109', '95', 'hate', 'cricket']",-0.7227
1,@Houseko,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugw3YbHt3SE2VeFIM8B4AaABAg,The one in the dark jacket is on drugs,,The one in the dark jacket is on drugs,"['the', 'one', 'in', 'the', 'dark', 'jacket', 'is', 'on', 'drugs']","['dark', 'jacket', 'drugs']",0.0
1,@laggers54,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwIgateN-lYjpcR65B4AaABAg,The advertisements on this video are a disgrace,,The advertisements on this video are a disgrace,"['the', 'advertisements', 'on', 'this', 'video', 'are', 'a', 'disgrace']","['advertisements', 'video', 'disgrace']",-0.4939
1,@revelation333,5 years ago (edited),https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwvLVTZlbUvOJLbv1V4AaABAg&pp=0gcJCSIANpG00pGi,You can't even sell a professional cricket bat for $100 dollars in India but I didn't see attitude here in fact they're nice blokes.,,You can't even sell a professional cricket bat for $100 dollars in India but I didn't see attitude here in fact they're nice blokes.,"['you', 'can', 't', 'even', 'sell', 'a', 'professional', 'cricket', 'bat', 'for', '100', 'dollars', 'in', 'india', 'but', 'i', 'didn', 't', 'see', 'attitude', 'here', 'in', 'fact', 'they', 're', 'nice', 'blokes']","['even', 'sell', 'professional', 'cricket', 'bat', '100', 'dollars', 'india', 'didn', 'attitude', 'fact', 're', 'nice', 'blokes']",0.5719
1,@ibendover4817,4 years ago (edited),https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzMeqqiYhwLmi1LtY54AaABAg,"So they essentially only want people that work harder not smarter(or safer in this case). I've seem them give heat to several people that do this or don't work 60-70 hours a week, even if they're successful, just like the actress/transcript entrepreneur. Seems like they're just salty they couldn't do it themselves while providing the same level of stability to their families. Either way, they have no grounds to question their dedication or passion solely based on how many hours people put in.",,"So they essentially only want people that work harder not smarter(or safer in this case). I've seem them give heat to several people that do this or don't work 60-70 hours a week, even if they're successful, just like the actress/transcript entrepreneur. Seems like they're just salty they couldn't do it themselves while providing the same level of stability to their families. Either way, they have no grounds to question their dedication or passion solely based on how many hours people put in.","['so', 'they', 'essentially', 'only', 'want', 'people', 'that', 'work', 'harder', 'not', 'smarter', 'or', 'safer', 'in', 'this', 'case', 'i', 've', 'seem', 'them', 'give', 'heat', 'to', 'several', 'people', 'that', 'do', 'this', 'or', 'don', 't', 'work', '60', '70', 'hours', 'a', 'week', 'even', 'if', 'they', 're', 'successful', 'just', 'like', 'the', 'actress', 'transcript', 'entrepreneur', 'seems', 'like', 'they', 're', 'just', 'salty', 'they', 'couldn', 't', 'do', 'it', 'themselves', 'while', 'providing', 'the', 'same', 'level', 'of', 'stability', 'to', 'their', 'families', 'either', 'way', 'they', 'have', 'no', 'grounds', 'to', 'question', 'their', 'dedication', 'or', 'passion', 'solely', 'based', 'on', 'how', 'many', 'hours', 'people', 'put', 'in']","['essentially', 'want', 'people', 'work', 'harder', 'smarter', 'safer', 'case', 'seem', 'give', 'heat', 'several', 'people', 'work', '60', '70', 'hours', 'week', 'even', 're', 'successful', 'like', 'actress', 'transcript', 'entrepreneur', 'seems', 'like', 're', 'salty', 'couldn', 'providing', 'level', 'stability', 'families', 'either', 'grounds', 'question', 'dedication', 'passion', 'solely', 'based', 'many', 'hours', 'people', 'put']",0.8209
1,@abuti_wa_camera,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgymLM_jfh6JK3iQEa14AaABAg,Wait wait wait thats click bait,,Wait wait wait thats click bait,"['wait', 'wait', 'wait', 'thats', 'click', 'bait']","['wait', 'wait', 'wait', 'thats', 'click', 'bait']",0.0
1,@moalawadi,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugwwuwv1TBEwpKjQnlN4AaABAg,"I agree they shouldn't drop their jobs and risk it all at once, but they didn't help themselves by saying ""this comes second"" they could have phrased that better. ""We can't afford to leave our jobs but we are in this project so that we can quit and be our own bosses"" or something along that line...",,"I agree they shouldn't drop their jobs and risk it all at once, but they didn't help themselves by saying ""this comes second"" they could have phrased that better. ""We can't afford to leave our jobs but we are in this project so that we can quit and be our own bosses"" or something along that line...","['i', 'agree', 'they', 'shouldn', 't', 'drop', 'their', 'jobs', 'and', 'risk', 'it', 'all', 'at', 'once', 'but', 'they', 'didn', 't', 'help', 'themselves', 'by', 'saying', 'this', 'comes', 'second', 'they', 'could', 'have', 'phrased', 'that', 'better', 'we', 'can', 't', 'afford', 'to', 'leave', 'our', 'jobs', 'but', 'we', 'are', 'in', 'this', 'project', 'so', 'that', 'we', 'can', 'quit', 'and', 'be', 'our', 'own', 'bosses', 'or', 'something', 'along', 'that', 'line']","['agree', 'shouldn', 'drop', 'jobs', 'risk', 'didn', 'help', 'saying', 'comes', 'second', 'phrased', 'better', 'afford', 'leave', 'jobs', 'project', 'quit', 'bosses', 'something', 'along', 'line']",0.4199
1,@chris8967,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzNSYxJhtoJj4FwU7t4AaABAg,"Bet the sharks are kicking them self's for letting this one go, those bloody coolers are everywhere now.",1,"Bet the sharks are kicking them self's for letting this one go, those bloody coolers are everywhere now.","['bet', 'the', 'sharks', 'are', 'kicking', 'them', 'self', 's', 'for', 'letting', 'this', 'one', 'go', 'those', 'bloody', 'coolers', 'are', 'everywhere', 'now']","['bet', 'sharks', 'kicking', 'self', 'letting', 'bloody', 'coolers', 'everywhere']",-0.4404
1,@partybusexperiance3289,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxpvGl_rXExg0gcVMp4AaABAg,I'm not there and I have no money.  for that reason I'm out,,I'm not there and I have no money.  for that reason I'm out,"['i', 'm', 'not', 'there', 'and', 'i', 'have', 'no', 'money', 'for', 'that', 'reason', 'i', 'm', 'out']","['m', 'money', 'reason', 'm']",-0.296
1,@iman29367,5 months ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgydfIuQ2Xyppgi3Mml4AaABAg,"If anyone cares, these now sell for $120AUD and you can buy them from Bunnings",,"If anyone cares, these now sell for $120AUD and you can buy them from Bunnings","['if', 'anyone', 'cares', 'these', 'now', 'sell', 'for', '120aud', 'and', 'you', 'can', 'buy', 'them', 'from', 'bunnings']","['anyone', 'cares', 'sell', '120aud', 'buy', 'bunnings']",0.4588
1,@mqureshi1215,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzUvAcU19TYkJD_88p4AaABAg,UTTERLY MISLEADING TITLE,,UTTERLY MISLEADING TITLE,"['utterly', 'misleading', 'title']","['utterly', 'misleading', 'title']",-0.4576
1,@thomassasik5159,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxUNDAWC-QgNRqeq0l4AaABAg,who is playing cricket,,who is playing cricket,"['who', 'is', 'playing', 'cricket']","['playing', 'cricket']",0.2023
1,@hammadmubarik908,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxOqnwCBMDo75lKo1F4AaABAg,Does anyone know if they still record this show?,,Does anyone know if they still record this show?,"['does', 'anyone', 'know', 'if', 'they', 'still', 'record', 'this', 'show']","['anyone', 'know', 'record', 'show']",0.0
1,@bzleo2003,4 years ago (edited),https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxUSjB7LZYOxQoWe1B4AaABAg,"I swear, it's like the sharks had to suffer so they want others to suffer instead of being smart.",,"I swear, it's like the sharks had to suffer so they want others to suffer instead of being smart.","['i', 'swear', 'it', 's', 'like', 'the', 'sharks', 'had', 'to', 'suffer', 'so', 'they', 'want', 'others', 'to', 'suffer', 'instead', 'of', 'being', 'smart']","['swear', 'like', 'sharks', 'suffer', 'want', 'others', 'suffer', 'instead', 'smart']",-0.3446
1,@thevan3293,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwgRdr93XFVGfg0JeR4AaABAg,"From what year was this show filmed, please?",,"From what year was this show filmed, please?","['from', 'what', 'year', 'was', 'this', 'show', 'filmed', 'please']","['year', 'show', 'filmed', 'please']",0.3182
1,@rayjaymor8754,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxITCAVCzt3OQEBj3x4AaABAg,What a way to destroy your own pitch...,,What a way to destroy your own pitch...,"['what', 'a', 'way', 'to', 'destroy', 'your', 'own', 'pitch']","['destroy', 'pitch']",-0.5423
1,@francescaoconnor2314,5 months ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugwzdx8PVE_VePptCT54AaABAg,"If I had any use for a Cricket Cooler I would have bought one after how these guys were treated! I hope they are multi millionaires now with a thriving business. What arrogant ppl those sharks are, not everyone wants to sacrifice what they have for an idea until they know its solid.",,"If I had any use for a Cricket Cooler I would have bought one after how these guys were treated! I hope they are multi millionaires now with a thriving business. What arrogant ppl those sharks are, not everyone wants to sacrifice what they have for an idea until they know its solid.","['if', 'i', 'had', 'any', 'use', 'for', 'a', 'cricket', 'cooler', 'i', 'would', 'have', 'bought', 'one', 'after', 'how', 'these', 'guys', 'were', 'treated', 'i', 'hope', 'they', 'are', 'multi', 'millionaires', 'now', 'with', 'a', 'thriving', 'business', 'what', 'arrogant', 'ppl', 'those', 'sharks', 'are', 'not', 'everyone', 'wants', 'to', 'sacrifice', 'what', 'they', 'have', 'for', 'an', 'idea', 'until', 'they', 'know', 'its', 'solid']","['use', 'cricket', 'cooler', 'bought', 'guys', 'treated', 'hope', 'multi', 'millionaires', 'thriving', 'business', 'arrogant', 'ppl', 'sharks', 'everyone', 'wants', 'sacrifice', 'idea', 'know', 'solid']",0.1511
1,@ninnusridhar,2 months ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgyUQ1gG5LEEhmctiq54AaABAg,"The thing I don't get is something nobody brought up. What if the ball bounces low and hits the cooler itself? Is it impact proof? Are the glass bottles inside impact proof?

Ps. These guys make more than 5 million dollars right now. So good for them. The sharks were just mean coz they're sharks",,"The thing I don't get is something nobody brought up. What if the ball bounces low and hits the cooler itself? Is it impact proof? Are the glass bottles inside impact proof?

Ps. These guys make more than 5 million dollars right now. So good for them. The sharks were just mean coz they're sharks","['the', 'thing', 'i', 'don', 't', 'get', 'is', 'something', 'nobody', 'brought', 'up', 'what', 'if', 'the', 'ball', 'bounces', 'low', 'and', 'hits', 'the', 'cooler', 'itself', 'is', 'it', 'impact', 'proof', 'are', 'the', 'glass', 'bottles', 'inside', 'impact', 'proof', 'ps', 'these', 'guys', 'make', 'more', 'than', '5', 'million', 'dollars', 'right', 'now', 'so', 'good', 'for', 'them', 'the', 'sharks', 'were', 'just', 'mean', 'coz', 'they', 're', 'sharks']","['thing', 'something', 'nobody', 'brought', 'ball', 'bounces', 'low', 'hits', 'cooler', 'impact', 'proof', 'glass', 'bottles', 'inside', 'impact', 'proof', 'ps', 'guys', 'make', '5', 'million', 'dollars', 'right', 'good', 'sharks', 'mean', 'coz', 're', 'sharks']",0.4907
1,@kushalsiddharth,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgwyRjMYF85Cj381I-J4AaABAg,Naomi makes a deal when no body makes one & the deal is one sided.....,,Naomi makes a deal when no body makes one & the deal is one sided.....,"['naomi', 'makes', 'a', 'deal', 'when', 'no', 'body', 'makes', 'one', 'the', 'deal', 'is', 'one', 'sided']","['naomi', 'makes', 'deal', 'body', 'makes', 'deal', 'sided']",-0.296
1,@shaunilemmens5735,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgyTup18zXzdKGyB1SJ4AaABAg,Am I the only one that thought the product was stupid from the get go? Why pay $90 for a cooler with some poles on it when you can play the same game against a bin like they were doing before their grand idea? Save a bit of penny and be just as happy?,,Am I the only one that thought the product was stupid from the get go? Why pay $90 for a cooler with some poles on it when you can play the same game against a bin like they were doing before their grand idea? Save a bit of penny and be just as happy?,"['am', 'i', 'the', 'only', 'one', 'that', 'thought', 'the', 'product', 'was', 'stupid', 'from', 'the', 'get', 'go', 'why', 'pay', '90', 'for', 'a', 'cooler', 'with', 'some', 'poles', 'on', 'it', 'when', 'you', 'can', 'play', 'the', 'same', 'game', 'against', 'a', 'bin', 'like', 'they', 'were', 'doing', 'before', 'their', 'grand', 'idea', 'save', 'a', 'bit', 'of', 'penny', 'and', 'be', 'just', 'as', 'happy']","['thought', 'product', 'stupid', 'pay', '90', 'cooler', 'poles', 'play', 'game', 'bin', 'like', 'grand', 'idea', 'save', 'bit', 'penny', 'happy']",0.8895
1,@rockingbugs10,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzOqevZ20_4PwOGzt54AaABAg,Who says Naomi doesn't make a deal?,,Who says Naomi doesn't make a deal?,"['who', 'says', 'naomi', 'doesn', 't', 'make', 'a', 'deal']","['says', 'naomi', 'doesn', 'make', 'deal']",0.0
1,@thomas-australia,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgydBeVSyux1IUDhaeZ4AaABAg,does john mcgrath ever invest?,,does john mcgrath ever invest?,"['does', 'john', 'mcgrath', 'ever', 'invest']","['john', 'mcgrath', 'ever', 'invest']",0.0
1,@wakaflocka4201,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzP6tvjNKBQr0JQWvh4AaABAg&pp=0gcJCSIANpG00pGi,And fo all of thoose reasons im ouught,,And fo all of thoose reasons im ouught,"['and', 'fo', 'all', 'of', 'thoose', 'reasons', 'im', 'ouught']","['fo', 'thoose', 'reasons', 'im', 'ouught']",0.0
1,@phantomking1721,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugw-Br22IBPmwPTPDgZ4AaABAg,"i mean to be fair - not everyone can afford to risk it cause not everyone can be successful in it - yes there are successful entrepreneurs but not all entrepreneurs are successful even if they sunk everything on it if they fail then back to the streets for you

i do understand that for the sharks they literally gave all and risked everything and it turned out all right - but you can't expect ""everyone"" to be the same",,"i mean to be fair - not everyone can afford to risk it cause not everyone can be successful in it - yes there are successful entrepreneurs but not all entrepreneurs are successful even if they sunk everything on it if they fail then back to the streets for you

i do understand that for the sharks they literally gave all and risked everything and it turned out all right - but you can't expect ""everyone"" to be the same","['i', 'mean', 'to', 'be', 'fair', 'not', 'everyone', 'can', 'afford', 'to', 'risk', 'it', 'cause', 'not', 'everyone', 'can', 'be', 'successful', 'in', 'it', 'yes', 'there', 'are', 'successful', 'entrepreneurs', 'but', 'not', 'all', 'entrepreneurs', 'are', 'successful', 'even', 'if', 'they', 'sunk', 'everything', 'on', 'it', 'if', 'they', 'fail', 'then', 'back', 'to', 'the', 'streets', 'for', 'you', 'i', 'do', 'understand', 'that', 'for', 'the', 'sharks', 'they', 'literally', 'gave', 'all', 'and', 'risked', 'everything', 'and', 'it', 'turned', 'out', 'all', 'right', 'but', 'you', 'can', 't', 'expect', 'everyone', 'to', 'be', 'the', 'same']","['mean', 'fair', 'everyone', 'afford', 'risk', 'cause', 'everyone', 'successful', 'yes', 'successful', 'entrepreneurs', 'entrepreneurs', 'successful', 'even', 'sunk', 'everything', 'fail', 'back', 'streets', 'understand', 'sharks', 'literally', 'gave', 'risked', 'everything', 'turned', 'right', 'expect', 'everyone']",0.5927
1,@Mat-ilda,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxTEvItrUmCfJwexsB4AaABAg,"Tha ""sharks"" are the ones with the attitude problem",,"Tha ""sharks"" are the ones with the attitude problem","['tha', 'sharks', 'are', 'the', 'ones', 'with', 'the', 'attitude', 'problem']","['tha', 'sharks', 'ones', 'attitude', 'problem']",-0.4019
1,@manmohanamonkar8651,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugz43qNPheD8ui4TDk14AaABAg,Naomi taking advantage of their inexperience...,,Naomi taking advantage of their inexperience...,"['naomi', 'taking', 'advantage', 'of', 'their', 'inexperience']","['naomi', 'taking', 'advantage', 'inexperience']",0.25
1,@jasper5016,4 years ago (edited),https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugy5EPDr77KF1HGdsPd4AaABAg,"I understand they need job but at certain point, you have to give your normal life. You cannot do I want this one and that one too. Just imagine, you are giving your hard earned money to someone and if he does not care, would you give it to him? The startup is not a side business.",,"I understand they need job but at certain point, you have to give your normal life. You cannot do I want this one and that one too. Just imagine, you are giving your hard earned money to someone and if he does not care, would you give it to him? The startup is not a side business.","['i', 'understand', 'they', 'need', 'job', 'but', 'at', 'certain', 'point', 'you', 'have', 'to', 'give', 'your', 'normal', 'life', 'you', 'cannot', 'do', 'i', 'want', 'this', 'one', 'and', 'that', 'one', 'too', 'just', 'imagine', 'you', 'are', 'giving', 'your', 'hard', 'earned', 'money', 'to', 'someone', 'and', 'if', 'he', 'does', 'not', 'care', 'would', 'you', 'give', 'it', 'to', 'him', 'the', 'startup', 'is', 'not', 'a', 'side', 'business']","['understand', 'need', 'job', 'certain', 'point', 'give', 'normal', 'life', 'cannot', 'want', 'imagine', 'giving', 'hard', 'earned', 'money', 'someone', 'care', 'give', 'startup', 'side', 'business']",0.0964
1,@minnahkhan193,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugw396AFsElRHknrQ0J4AaABAg,Ngl lmao it’s an old video but it’s unfair how they didn’t respect the fact of putting family first which I totally respect but the woman who said she sold her family home etc she risked her life which is a quality of an entrepreneur but putting both you and your kids etc is kinda hard to get over,,Ngl lmao it’s an old video but it’s unfair how they didn’t respect the fact of putting family first which I totally respect but the woman who said she sold her family home etc she risked her life which is a quality of an entrepreneur but putting both you and your kids etc is kinda hard to get over,"['ngl', 'lmao', 'it', 's', 'an', 'old', 'video', 'but', 'it', 's', 'unfair', 'how', 'they', 'didn', 't', 'respect', 'the', 'fact', 'of', 'putting', 'family', 'first', 'which', 'i', 'totally', 'respect', 'but', 'the', 'woman', 'who', 'said', 'she', 'sold', 'her', 'family', 'home', 'etc', 'she', 'risked', 'her', 'life', 'which', 'is', 'a', 'quality', 'of', 'an', 'entrepreneur', 'but', 'putting', 'both', 'you', 'and', 'your', 'kids', 'etc', 'is', 'kinda', 'hard', 'to', 'get', 'over']","['ngl', 'lmao', 'old', 'video', 'unfair', 'didn', 'respect', 'fact', 'putting', 'family', 'totally', 'respect', 'woman', 'sold', 'family', 'home', 'etc', 'risked', 'life', 'quality', 'entrepreneur', 'putting', 'kids', 'etc', 'kinda', 'hard']",0.6735
1,@RoryBoyd-dw1xl,5 months ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzbyGtMRufed-tjtY14AaABAg,It’s an esky not a cooler,,It’s an esky not a cooler,"['it', 's', 'an', 'esky', 'not', 'a', 'cooler']","['esky', 'cooler']",0.0
1,@raymondjourden3677,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugz1lC3nNCA0mtRxJzF4AaABAg,Sharks look for any reason to bail,,Sharks look for any reason to bail,"['sharks', 'look', 'for', 'any', 'reason', 'to', 'bail']","['sharks', 'look', 'reason', 'bail']",0.0
1,@georgecayas3853,5 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugzc0iPLvwWXIR--2Yh4AaABAg&pp=0gcJCSIANpG00pGi,I really disagree with these 'sharks' in that you have to cut ties with your steady income in exchange for the investors' peace of mind. If you lived in a shoebox and became successful it doesn't mean that's the only way to succeed.,,I really disagree with these 'sharks' in that you have to cut ties with your steady income in exchange for the investors' peace of mind. If you lived in a shoebox and became successful it doesn't mean that's the only way to succeed.,"['i', 'really', 'disagree', 'with', 'these', 'sharks', 'in', 'that', 'you', 'have', 'to', 'cut', 'ties', 'with', 'your', 'steady', 'income', 'in', 'exchange', 'for', 'the', 'investors', 'peace', 'of', 'mind', 'if', 'you', 'lived', 'in', 'a', 'shoebox', 'and', 'became', 'successful', 'it', 'doesn', 't', 'mean', 'that', 's', 'the', 'only', 'way', 'to', 'succeed']","['really', 'disagree', 'sharks', 'cut', 'ties', 'steady', 'income', 'exchange', 'investors', 'peace', 'mind', 'lived', 'shoebox', 'became', 'successful', 'doesn', 'mean', 'succeed']",0.7584
1,@trainwithguneet,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugz5rCI-p3TxI5MfOVl4AaABAg,I don't see how they're right,,I don't see how they're right,"['i', 'don', 't', 'see', 'how', 'they', 're', 'right']","['re', 'right']",0.0
1,@regissullivan1767,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgyspNBU4Yr-kVdCkGF4AaABAg,The sharks choose not to invest because these two kept their main jobs to take care of their family and invest what they could into good idea. Then they go ok about how them investing is too risky-despite the patents and trademarks and sales.,1,The sharks choose not to invest because these two kept their main jobs to take care of their family and invest what they could into good idea. Then they go ok about how them investing is too risky-despite the patents and trademarks and sales.,"['the', 'sharks', 'choose', 'not', 'to', 'invest', 'because', 'these', 'two', 'kept', 'their', 'main', 'jobs', 'to', 'take', 'care', 'of', 'their', 'family', 'and', 'invest', 'what', 'they', 'could', 'into', 'good', 'idea', 'then', 'they', 'go', 'ok', 'about', 'how', 'them', 'investing', 'is', 'too', 'risky', 'despite', 'the', 'patents', 'and', 'trademarks', 'and', 'sales']","['sharks', 'choose', 'invest', 'kept', 'main', 'jobs', 'take', 'care', 'family', 'invest', 'good', 'idea', 'ok', 'investing', 'risky', 'despite', 'patents', 'trademarks', 'sales']",0.8074
1,@sultanbaba1230,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgxluNR3fkHWCK6jUm54AaABAg,most important question... who the fuck plays cricket,,most important question... who the fuck plays cricket,"['most', 'important', 'question', 'who', 'the', 'fuck', 'plays', 'cricket']","['important', 'question', 'fuck', 'plays', 'cricket']",-0.1045
1,@martino5742,3 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzRnSKfFXCrkVO2gWx4AaABAg,"Y'all are right that their family comes first and valuing their security is completely valid, but this is shark tank. They're asking for six figures for something on which they plan to keep working part time until they stand to make $150k in salary. That's gotta be a bruh moment for investors",,"Y'all are right that their family comes first and valuing their security is completely valid, but this is shark tank. They're asking for six figures for something on which they plan to keep working part time until they stand to make $150k in salary. That's gotta be a bruh moment for investors","['y', 'all', 'are', 'right', 'that', 'their', 'family', 'comes', 'first', 'and', 'valuing', 'their', 'security', 'is', 'completely', 'valid', 'but', 'this', 'is', 'shark', 'tank', 'they', 're', 'asking', 'for', 'six', 'figures', 'for', 'something', 'on', 'which', 'they', 'plan', 'to', 'keep', 'working', 'part', 'time', 'until', 'they', 'stand', 'to', 'make', '150k', 'in', 'salary', 'that', 's', 'gotta', 'be', 'a', 'bruh', 'moment', 'for', 'investors']","['y', 'right', 'family', 'comes', 'valuing', 'security', 'completely', 'valid', 'shark', 'tank', 're', 'asking', 'six', 'figures', 'something', 'plan', 'keep', 'working', 'part', 'stand', 'make', '150k', 'salary', 'gotta', 'bruh', 'moment', 'investors']",0.34
1,@joemurray,2 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=Ugxn83tfDiakzKlBzHF4AaABAg&pp=0gcJCSIANpG00pGi,Investors seemed jealous,,Investors seemed jealous,"['investors', 'seemed', 'jealous']","['investors', 'seemed', 'jealous']",-0.4588
1,@Dametreee,4 years ago,https://www.youtube.com/watch?v=UVik4I48Ee0&lc=UgzlGDtXEl0Bl6VpZ5l4AaABAg,If you've got a plan and it's solid why attack it? It could be a side gig and plus your yearly income why not??,,If you've got a plan and it's solid why attack it? It could be a side gig and plus your yearly income why not??,"['if', 'you', 've', 'got', 'a', 'plan', 'and', 'it', 's', 'solid', 'why', 'attack', 'it', 'it', 'could', 'be', 'a', 'side', 'gig', 'and', 'plus', 'your', 'yearly', 'income', 'why', 'not']","['got', 'plan', 'solid', 'attack', 'side', 'gig', 'plus', 'yearly', 'income']",-0.466
